"Year","Area_type","Area_code","Area_description","Maori_ethnic_group_indicator_summary_code","Maori_ethnic_group_indicator_summary_description","Median_total_personal_income_$"
"2018","Statistical Area 2","110800","Kaipara Hills","Total","Total","34400"
"2018","Statistical Area 2","110900","Dome Valley-Matakana","00","No 'Maori' response given","35100"
"2018","Statistical Area 2","110900","Dome Valley-Matakana","20","Maori","31500"
"2018","Statistical Area 2","110900","Dome Valley-Matakana","Total","Total","34900"
"2018","Statistical Area 2","111000","Oceanic Auckland Region West","00","No 'Maori' response given","C"
"2018","Statistical Area 2","111000","Oceanic Auckland Region West","20","Maori","C"
"2018","Statistical Area 2","111000","Oceanic Auckland Region West","Total","Total","C"
"2018","Statistical Area 2","111100","Warkworth West","00","No 'Maori' response given","28400"
"2018","Statistical Area 2","111100","Warkworth West","20","Maori","37600"
"2018","Statistical Area 2","111100","Warkworth West","Total","Total","28900"
"2018","Statistical Area 2","111200","Puhoi Valley","00","No 'Maori' response given","36900"
"2018","Statistical Area 2","111200","Puhoi Valley","20","Maori","35400"
"2018","Statistical Area 2","111200","Puhoi Valley","Total","Total","36800"
"2018","Statistical Area 2","111300","Warkworth East","00","No 'Maori' response given","29900"
"2018","Statistical Area 2","111300","Warkworth East","20","Maori","33300"
"2018","Statistical Area 2","111300","Warkworth East","Total","Total","30300"
"2018","Statistical Area 2","111400","Sandspit","00","No 'Maori' response given","37300"
"2018","Statistical Area 2","111400","Sandspit","20","Maori","43600"
"2018","Statistical Area 2","111400","Sandspit","Total","Total","37300"
"2018","Statistical Area 2","111500","Tawharanui Peninsula","00","No 'Maori' response given","37700"
"2018","Statistical Area 2","111500","Tawharanui Peninsula","20","Maori","38300"
"2018","Statistical Area 2","111500","Tawharanui Peninsula","Total","Total","37700"
"2018","Statistical Area 2","111600","Te Kuru","00","No 'Maori' response given","42900"
"2018","Statistical Area 2","111600","Te Kuru","20","Maori","37700"
"2018","Statistical Area 2","111600","Te Kuru","Total","Total","42400"
"2018","Statistical Area 2","111700","Snells Beach","00","No 'Maori' response given","28600"
"2018","Statistical Area 2","111700","Snells Beach","20","Maori","27600"
"2018","Statistical Area 2","111700","Snells Beach","Total","Total","28500"
"2018","Statistical Area 2","111800","Barrier Islands","00","No 'Maori' response given","22100"
"2018","Statistical Area 2","111800","Barrier Islands","20","Maori","18000"
"2018","Statistical Area 2","111800","Barrier Islands","Total","Total","21300"
"2018","Statistical Area 2","111900","Algies Bay-Scotts Landing","00","No 'Maori' response given","29400"
"2018","Statistical Area 2","111900","Algies Bay-Scotts Landing","20","Maori","33000"
"2018","Statistical Area 2","111900","Algies Bay-Scotts Landing","Total","Total","29500"
"2018","Statistical Area 2","112000","Inlets other Auckland","00","No 'Maori' response given","15600"
"2018","Statistical Area 2","112000","Inlets other Auckland","20","Maori","C"
"2018","Statistical Area 2","112000","Inlets other Auckland","Total","Total","13600"
"2018","Statistical Area 2","112100","Wainui-Waiwera","00","No 'Maori' response given","37300"
"2018","Statistical Area 2","112100","Wainui-Waiwera","20","Maori","40600"
"2018","Statistical Area 2","112100","Wainui-Waiwera","Total","Total","37400"
"2018","Statistical Area 2","112200","Parakai","00","No 'Maori' response given","27700"
"2018","Statistical Area 2","112200","Parakai","20","Maori","22400"
"2018","Statistical Area 2","112200","Parakai","Total","Total","26100"
"2018","Statistical Area 2","112300","Helensville Rural","00","No 'Maori' response given","40800"
"2018","Statistical Area 2","112300","Helensville Rural","20","Maori","37000"
"2018","Statistical Area 2","112300","Helensville Rural","Total","Total","40100"
"2018","Statistical Area 2","112400","Helensville","00","No 'Maori' response given","33400"
"2018","Statistical Area 2","112400","Helensville","20","Maori","24500"
"2018","Statistical Area 2","112400","Helensville","Total","Total","31600"
"2018","Statistical Area 2","112500","Waitoki","00","No 'Maori' response given","42700"
"2018","Statistical Area 2","112500","Waitoki","20","Maori","39600"
"2018","Statistical Area 2","112500","Waitoki","Total","Total","42500"
"2018","Statistical Area 2","112600","Waikoukou Valley","00","No 'Maori' response given","44700"
"2018","Statistical Area 2","112600","Waikoukou Valley","20","Maori","42200"
"2018","Statistical Area 2","112600","Waikoukou Valley","Total","Total","44500"
"2018","Statistical Area 2","112700","Orewa North","00","No 'Maori' response given","30500"
"2018","Statistical Area 2","112700","Orewa North","20","Maori","33500"
"2018","Statistical Area 2","112700","Orewa North","Total","Total","30600"
"2018","Statistical Area 2","112800","Hatfields Beach","00","No 'Maori' response given","41400"
"2018","Statistical Area 2","112800","Hatfields Beach","20","Maori","34900"
"2018","Statistical Area 2","112800","Hatfields Beach","Total","Total","41000"
"2018","Statistical Area 2","112900","Orewa South","00","No 'Maori' response given","25100"
"2018","Statistical Area 2","112900","Orewa South","20","Maori","33600"
"2018","Statistical Area 2","112900","Orewa South","Total","Total","25400"
"2018","Statistical Area 2","113000","Orewa Central","00","No 'Maori' response given","27400"
"2018","Statistical Area 2","113000","Orewa Central","20","Maori","33400"
"2018","Statistical Area 2","113000","Orewa Central","Total","Total","27700"
"2018","Statistical Area 2","113100","Millwater North","00","No 'Maori' response given","45600"
"2018","Statistical Area 2","113100","Millwater North","20","Maori","39700"
"2018","Statistical Area 2","113100","Millwater North","Total","Total","45400"
"2018","Statistical Area 2","113200","Waipatukahu","00","No 'Maori' response given","41200"
"2018","Statistical Area 2","113200","Waipatukahu","20","Maori","36900"
"2018","Statistical Area 2","113200","Waipatukahu","Total","Total","40500"
"2018","Statistical Area 2","113300","Millwater South","00","No 'Maori' response given","43100"
"2018","Statistical Area 2","113300","Millwater South","20","Maori","44400"
"2018","Statistical Area 2","113300","Millwater South","Total","Total","43300"
"2018","Statistical Area 2","113400","Dairy Flat North","00","No 'Maori' response given","35400"
"2018","Statistical Area 2","113400","Dairy Flat North","20","Maori","27900"
"2018","Statistical Area 2","113400","Dairy Flat North","Total","Total","35000"
"2018","Statistical Area 2","113500","Dairy Flat West","00","No 'Maori' response given","43600"
"2018","Statistical Area 2","113500","Dairy Flat West","20","Maori","43500"
"2018","Statistical Area 2","113500","Dairy Flat West","Total","Total","43600"
"2018","Statistical Area 2","113600","Kingsway","00","No 'Maori' response given","40000"
"2018","Statistical Area 2","113600","Kingsway","20","Maori","41200"
"2018","Statistical Area 2","113600","Kingsway","Total","Total","40100"
"2018","Statistical Area 2","113700","Riverhead Forest","00","No 'Maori' response given","C"
"2018","Statistical Area 2","113700","Riverhead Forest","20","Maori","C"
"2018","Statistical Area 2","113700","Riverhead Forest","Total","Total","C"
"2018","Statistical Area 2","113800","Silverdale Central (Auckland)","00","No 'Maori' response given","35200"
"2018","Statistical Area 2","113800","Silverdale Central (Auckland)","20","Maori","37200"
"2018","Statistical Area 2","113800","Silverdale Central (Auckland)","Total","Total","35500"
"2018","Statistical Area 2","113900","Red Beach West","00","No 'Maori' response given","25000"
"2018","Statistical Area 2","113900","Red Beach West","20","Maori","30500"
"2018","Statistical Area 2","113900","Red Beach West","Total","Total","25100"
"2018","Statistical Area 2","114000","Red Beach East","00","No 'Maori' response given","36100"
"2018","Statistical Area 2","114000","Red Beach East","20","Maori","39600"
"2018","Statistical Area 2","114000","Red Beach East","Total","Total","36300"
"2018","Statistical Area 2","114100","Silverdale South (Auckland)","00","No 'Maori' response given","45700"
"2018","Statistical Area 2","114100","Silverdale South (Auckland)","20","Maori","37600"
"2018","Statistical Area 2","114100","Silverdale South (Auckland)","Total","Total","44900"
"2018","Statistical Area 2","114200","Waimauku","00","No 'Maori' response given","45400"
"2018","Statistical Area 2","114200","Waimauku","20","Maori","43600"
"2018","Statistical Area 2","114200","Waimauku","Total","Total","45400"
"2018","Statistical Area 2","114300","Gulf Islands","00","No 'Maori' response given","25000"
"2018","Statistical Area 2","114300","Gulf Islands","20","Maori","54500"
"2018","Statistical Area 2","114300","Gulf Islands","Total","Total","25200"
"2018","Statistical Area 2","114400","Vipond","00","No 'Maori' response given","35500"
"2018","Statistical Area 2","114400","Vipond","20","Maori","35100"
"2018","Statistical Area 2","114400","Vipond","Total","Total","35500"
"2018","Statistical Area 2","114500","Muriwai","00","No 'Maori' response given","46400"
"2018","Statistical Area 2","114500","Muriwai","20","Maori","38300"
"2018","Statistical Area 2","114500","Muriwai","Total","Total","45700"
"2018","Statistical Area 2","114600","Stanmore Bay West","00","No 'Maori' response given","37500"
"2018","Statistical Area 2","114600","Stanmore Bay West","20","Maori","39000"
"2018","Statistical Area 2","114600","Stanmore Bay West","Total","Total","37600"
"2018","Statistical Area 2","114700","Kumeu Rural West","00","No 'Maori' response given","38400"
"2018","Statistical Area 2","114700","Kumeu Rural West","20","Maori","38000"
"2018","Statistical Area 2","114700","Kumeu Rural West","Total","Total","38300"
"2018","Statistical Area 2","114800","Okura Bush","00","No 'Maori' response given","40800"
"2018","Statistical Area 2","114800","Okura Bush","20","Maori","23900"
"2018","Statistical Area 2","114800","Okura Bush","Total","Total","40200"
"2018","Statistical Area 2","114900","Whangaparoa Central","00","No 'Maori' response given","37400"
"2018","Statistical Area 2","114900","Whangaparoa Central","20","Maori","32800"
"2018","Statistical Area 2","114900","Whangaparoa Central","Total","Total","37000"
"2018","Statistical Area 2","115000","Kumeu-Huapai","00","No 'Maori' response given","48200"
"2018","Statistical Area 2","115000","Kumeu-Huapai","20","Maori","42400"
"2018","Statistical Area 2","115000","Kumeu-Huapai","Total","Total","47800"
"2018","Statistical Area 2","115100","Stanmore Bay East","00","No 'Maori' response given","35500"
"2018","Statistical Area 2","115100","Stanmore Bay East","20","Maori","29700"
"2018","Statistical Area 2","115100","Stanmore Bay East","Total","Total","34500"
"2018","Statistical Area 2","115200","Manly West","00","No 'Maori' response given","36300"
"2018","Statistical Area 2","115200","Manly West","20","Maori","30800"
"2018","Statistical Area 2","115200","Manly West","Total","Total","35900"
"2018","Statistical Area 2","115300","Muriwai Valley-Bethells Beach","00","No 'Maori' response given","39400"
"2018","Statistical Area 2","115300","Muriwai Valley-Bethells Beach","20","Maori","24900"
"2018","Statistical Area 2","115300","Muriwai Valley-Bethells Beach","Total","Total","38600"
"2018","Statistical Area 2","115400","Tindalls-Matakatia","00","No 'Maori' response given","36100"
"2018","Statistical Area 2","115400","Tindalls-Matakatia","20","Maori","36500"
"2018","Statistical Area 2","115400","Tindalls-Matakatia","Total","Total","36200"
"2018","Statistical Area 2","115500","Coatesville","00","No 'Maori' response given","46700"
"2018","Statistical Area 2","115500","Coatesville","20","Maori","26900"
"2018","Statistical Area 2","115500","Coatesville","Total","Total","46000"
"2018","Statistical Area 2","115600","Dairy Flat South","00","No 'Maori' response given","41100"
"2018","Statistical Area 2","115600","Dairy Flat South","20","Maori","48300"
"2018","Statistical Area 2","115600","Dairy Flat South","Total","Total","41400"
"2018","Statistical Area 2","115700","Gulf Harbour North","00","No 'Maori' response given","38300"
"2018","Statistical Area 2","115700","Gulf Harbour North","20","Maori","38700"
"2018","Statistical Area 2","115700","Gulf Harbour North","Total","Total","38300"
"2018","Statistical Area 2","115800","Manly East","00","No 'Maori' response given","32700"
"2018","Statistical Area 2","115800","Manly East","20","Maori","36200"
"2018","Statistical Area 2","115800","Manly East","Total","Total","33100"
"2018","Statistical Area 2","115900","Riverhead","00","No 'Maori' response given","54100"
"2018","Statistical Area 2","115900","Riverhead","20","Maori","32800"
"2018","Statistical Area 2","115900","Riverhead","Total","Total","52600"
"2018","Statistical Area 2","116000","Army Bay","00","No 'Maori' response given","37900"
"2018","Statistical Area 2","116000","Army Bay","20","Maori","42500"
"2018","Statistical Area 2","116000","Army Bay","Total","Total","38000"
"2018","Statistical Area 2","116100","Kumeu Rural East","00","No 'Maori' response given","34300"
"2018","Statistical Area 2","116100","Kumeu Rural East","20","Maori","42000"
"2018","Statistical Area 2","116100","Kumeu Rural East","Total","Total","35200"
"2018","Statistical Area 2","116200","Gulf Harbour South","00","No 'Maori' response given","39100"
"2018","Statistical Area 2","116200","Gulf Harbour South","20","Maori","38000"
"2018","Statistical Area 2","116200","Gulf Harbour South","Total","Total","39100"
"2018","Statistical Area 2","116300","Paremoremo West","00","No 'Maori' response given","42400"
"2018","Statistical Area 2","116300","Paremoremo West","20","Maori","34900"
